,centro,comunidad,especialidad,localidad,plazas
857,C. H. DOCTOR NEGRÍN,CANARIAS,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,LAS PALMAS DE GRAN CANARIA,1
858,C. H. DOCTOR NEGRÍN,CANARIAS,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,LAS PALMAS DE GRAN CANARIA,1
859,C. H. DOCTOR NEGRÍN,CANARIAS,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,LAS PALMAS DE GRAN CANARIA,1
860,C. H. DOCTOR NEGRÍN,CANARIAS,CIRUGÍA TORÁCICA,LAS PALMAS DE GRAN CANARIA,1
861,C. H. DOCTOR NEGRÍN,CANARIAS,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,LAS PALMAS DE GRAN CANARIA,1
862,C. H. DOCTOR NEGRÍN,CANARIAS,ENDOCRINOLOGÍA Y NUTRICIÓN,LAS PALMAS DE GRAN CANARIA,1
863,C. H. DOCTOR NEGRÍN,CANARIAS,HEMATOLOGÍA Y HEMOTERAPIA,LAS PALMAS DE GRAN CANARIA,2
864,C. H. DOCTOR NEGRÍN,CANARIAS,MEDICINA FÍSICA Y REHABILITACIÓN,LAS PALMAS DE GRAN CANARIA,1
865,C. H. DOCTOR NEGRÍN,CANARIAS,MEDICINA INTENSIVA,LAS PALMAS DE GRAN CANARIA,3
866,C. H. DOCTOR NEGRÍN,CANARIAS,MEDICINA INTERNA,LAS PALMAS DE GRAN CANARIA,4
867,C. H. DOCTOR NEGRÍN,CANARIAS,MICROBIOLOGÍA Y PARASITOLOGÍA,LAS PALMAS DE GRAN CANARIA,1
868,C. H. DOCTOR NEGRÍN,CANARIAS,NEFROLOGÍA,LAS PALMAS DE GRAN CANARIA,1
869,C. H. DOCTOR NEGRÍN,CANARIAS,NEUMOLOGÍA,LAS PALMAS DE GRAN CANARIA,2
870,C. H. DOCTOR NEGRÍN,CANARIAS,NEUROCIRUGÍA,LAS PALMAS DE GRAN CANARIA,1
871,C. H. DOCTOR NEGRÍN,CANARIAS,NEUROFISIOLOGÍA CLÍNICA,LAS PALMAS DE GRAN CANARIA,1
872,C. H. DOCTOR NEGRÍN,CANARIAS,NEUROLOGÍA,LAS PALMAS DE GRAN CANARIA,1
873,C. H. DOCTOR NEGRÍN,CANARIAS,OFTALMOLOGÍA,LAS PALMAS DE GRAN CANARIA,2
874,C. H. DOCTOR NEGRÍN,CANARIAS,ONCOLOGÍA MÉDICA,LAS PALMAS DE GRAN CANARIA,1
875,C. H. DOCTOR NEGRÍN,CANARIAS,ONCOLOGÍA RADIOTERÁPICA,LAS PALMAS DE GRAN CANARIA,1
876,C. H. DOCTOR NEGRÍN,CANARIAS,OTORRINOLARINGOLOGÍA,LAS PALMAS DE GRAN CANARIA,1
877,C. H. DOCTOR NEGRÍN,CANARIAS,RADIODIAGNÓSTICO,LAS PALMAS DE GRAN CANARIA,3
878,C. H. DOCTOR NEGRÍN,CANARIAS,REUMATOLOGÍA,LAS PALMAS DE GRAN CANARIA,1
879,C. H. DOCTOR NEGRÍN,CANARIAS,UROLOGÍA,LAS PALMAS DE GRAN CANARIA,1
880,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,ANATOMÍA PATOLÓGICA,LAS PALMAS DE GRAN CANARIA,1
881,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,ANESTESIOLOGÍA Y REANIMACIÓN,LAS PALMAS DE GRAN CANARIA,2
882,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,APARATO DIGESTIVO,LAS PALMAS DE GRAN CANARIA,1
883,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,BIOQUÍMICA CLÍNICA,LAS PALMAS DE GRAN CANARIA,1
884,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,CARDIOLOGÍA,LAS PALMAS DE GRAN CANARIA,2
885,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,LAS PALMAS DE GRAN CANARIA,2
886,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,LAS PALMAS DE GRAN CANARIA,2
887,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,LAS PALMAS DE GRAN CANARIA,1
888,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,ENDOCRINOLOGÍA Y NUTRICIÓN,LAS PALMAS DE GRAN CANARIA,1
889,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,HEMATOLOGÍA Y HEMOTERAPIA,LAS PALMAS DE GRAN CANARIA,1
890,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,MEDICINA FÍSICA Y REHABILITACIÓN,LAS PALMAS DE GRAN CANARIA,1
891,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,MEDICINA INTENSIVA,LAS PALMAS DE GRAN CANARIA,2
892,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,MEDICINA INTERNA,LAS PALMAS DE GRAN CANARIA,1
893,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,MEDICINA NUCLEAR,LAS PALMAS DE GRAN CANARIA,1
894,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,NEFROLOGÍA,LAS PALMAS DE GRAN CANARIA,1
895,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,NEUROCIRUGÍA,LAS PALMAS DE GRAN CANARIA,1
896,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,NEUROLOGÍA,LAS PALMAS DE GRAN CANARIA,1
897,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,OBSTETRICIA Y GINECOLOGÍA,LAS PALMAS DE GRAN CANARIA,6
898,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,OFTALMOLOGÍA,LAS PALMAS DE GRAN CANARIA,1
899,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,ONCOLOGÍA MÉDICA,LAS PALMAS DE GRAN CANARIA,1
900,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,OTORRINOLARINGOLOGÍA,LAS PALMAS DE GRAN CANARIA,1
901,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,PEDIATRÍA Y ÁREAS ESPECÍFICAS,LAS PALMAS DE GRAN CANARIA,10
902,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,PSIQUIATRÍA,LAS PALMAS DE GRAN CANARIA,4
903,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,RADIODIAGNÓSTICO,LAS PALMAS DE GRAN CANARIA,2
904,C.H.UNIVERSITARIO INSULAR MATERNO INFANTIL DE LAS PALMAS DE GRAN CANARIAS,CANARIAS,UROLOGÍA,LAS PALMAS DE GRAN CANARIA,1
905,H. INSULAR DE LANZAROTE,CANARIAS,GERIATRÍA,ARRECIFE,1
906,H. UNIVERSITARIO DE CANARIAS,CANARIAS,ANATOMÍA PATOLÓGICA,LA LAGUNA,1
907,H. UNIVERSITARIO DE CANARIAS,CANARIAS,ANESTESIOLOGÍA Y REANIMACIÓN,LA LAGUNA,3
908,H. UNIVERSITARIO DE CANARIAS,CANARIAS,APARATO DIGESTIVO,LA LAGUNA,1
909,H. UNIVERSITARIO DE CANARIAS,CANARIAS,CARDIOLOGÍA,LA LAGUNA,2
910,H. UNIVERSITARIO DE CANARIAS,CANARIAS,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,LA LAGUNA,2
911,H. UNIVERSITARIO DE CANARIAS,CANARIAS,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,LA LAGUNA,1
912,H. UNIVERSITARIO DE CANARIAS,CANARIAS,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,LA LAGUNA,1
913,H. UNIVERSITARIO DE CANARIAS,CANARIAS,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,LA LAGUNA,1
914,H. UNIVERSITARIO DE CANARIAS,CANARIAS,ENDOCRINOLOGÍA Y NUTRICIÓN,LA LAGUNA,1
915,H. UNIVERSITARIO DE CANARIAS,CANARIAS,FARMACOLOGÍA CLÍNICA,LA LAGUNA,1
916,H. UNIVERSITARIO DE CANARIAS,CANARIAS,HEMATOLOGÍA Y HEMOTERAPIA,LA LAGUNA,1
917,H. UNIVERSITARIO DE CANARIAS,CANARIAS,MEDICINA INTENSIVA,LA LAGUNA,2
918,H. UNIVERSITARIO DE CANARIAS,CANARIAS,MEDICINA INTERNA,LA LAGUNA,2
919,H. UNIVERSITARIO DE CANARIAS,CANARIAS,MEDICINA NUCLEAR,LA LAGUNA,1
920,H. UNIVERSITARIO DE CANARIAS,CANARIAS,NEFROLOGÍA,LA LAGUNA,1
921,H. UNIVERSITARIO DE CANARIAS,CANARIAS,NEUMOLOGÍA,LA LAGUNA,1
922,H. UNIVERSITARIO DE CANARIAS,CANARIAS,NEUROCIRUGÍA,LA LAGUNA,1
923,H. UNIVERSITARIO DE CANARIAS,CANARIAS,NEUROLOGÍA,LA LAGUNA,1
924,H. UNIVERSITARIO DE CANARIAS,CANARIAS,OBSTETRICIA Y GINECOLOGÍA,LA LAGUNA,2
925,H. UNIVERSITARIO DE CANARIAS,CANARIAS,OFTALMOLOGÍA,LA LAGUNA,1
926,H. UNIVERSITARIO DE CANARIAS,CANARIAS,ONCOLOGÍA MÉDICA,LA LAGUNA,2
927,H. UNIVERSITARIO DE CANARIAS,CANARIAS,ONCOLOGÍA RADIOTERÁPICA,LA LAGUNA,1
928,H. UNIVERSITARIO DE CANARIAS,CANARIAS,OTORRINOLARINGOLOGÍA,LA LAGUNA,1
929,H. UNIVERSITARIO DE CANARIAS,CANARIAS,PEDIATRÍA Y ÁREAS ESPECÍFICAS,LA LAGUNA,5
930,H. UNIVERSITARIO DE CANARIAS,CANARIAS,RADIODIAGNÓSTICO,LA LAGUNA,2
931,H. UNIVERSITARIO DE CANARIAS,CANARIAS,REUMATOLOGÍA,LA LAGUNA,1
932,H. UNIVERSITARIO DE CANARIAS,CANARIAS,UROLOGÍA,LA LAGUNA,1
933,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,ALERGOLOGÍA,SANTA CRUZ DE TENERIFE,1
934,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,ANÁLISIS CLÍNICOS,SANTA CRUZ DE TENERIFE,1
935,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,ANESTESIOLOGÍA Y REANIMACIÓN,SANTA CRUZ DE TENERIFE,4
936,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,APARATO DIGESTIVO,SANTA CRUZ DE TENERIFE,1
937,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,CARDIOLOGÍA,SANTA CRUZ DE TENERIFE,2
938,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,SANTA CRUZ DE TENERIFE,2
939,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,SANTA CRUZ DE TENERIFE,1
940,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,CIRUGÍA PEDIÁTRICA,SANTA CRUZ DE TENERIFE,1
941,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,ENDOCRINOLOGÍA Y NUTRICIÓN,SANTA CRUZ DE TENERIFE,1
942,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,HEMATOLOGÍA Y HEMOTERAPIA,SANTA CRUZ DE TENERIFE,1
943,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,MEDICINA FÍSICA Y REHABILITACIÓN,SANTA CRUZ DE TENERIFE,2
944,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,MEDICINA INTENSIVA,SANTA CRUZ DE TENERIFE,2
945,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,MEDICINA INTERNA,SANTA CRUZ DE TENERIFE,2
946,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,NEFROLOGÍA,SANTA CRUZ DE TENERIFE,1
947,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,NEUMOLOGÍA,SANTA CRUZ DE TENERIFE,1
948,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,NEUROFISIOLOGÍA CLÍNICA,SANTA CRUZ DE TENERIFE,1
949,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,NEUROLOGÍA,SANTA CRUZ DE TENERIFE,2
950,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,OBSTETRICIA Y GINECOLOGÍA,SANTA CRUZ DE TENERIFE,3
951,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,OFTALMOLOGÍA,SANTA CRUZ DE TENERIFE,1
952,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,ONCOLOGÍA MÉDICA,SANTA CRUZ DE TENERIFE,1
953,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,ONCOLOGÍA RADIOTERÁPICA,SANTA CRUZ DE TENERIFE,1
954,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,OTORRINOLARINGOLOGÍA,SANTA CRUZ DE TENERIFE,1
955,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,PEDIATRÍA Y ÁREAS ESPECÍFICAS,SANTA CRUZ DE TENERIFE,5
956,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,RADIODIAGNÓSTICO,SANTA CRUZ DE TENERIFE,1
957,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,REUMATOLOGÍA,SANTA CRUZ DE TENERIFE,1
958,H.UNIVERSITARIO NUESTRA SEÑORA DE LA CANDELARIA,CANARIAS,UROLOGÍA,SANTA CRUZ DE TENERIFE,1
959,UDM AFYC DE TENERIFE ZONA II (LA LAGUNA),CANARIAS,MEDICINA FAMILIAR Y COMUNITARIA,LA LAGUNA,15
960,UDM AFYC LAS PALMAS SUR ZONA II,CANARIAS,MEDICINA FAMILIAR Y COMUNITARIA,LAS PALMAS DE GRAN CANARIA,18
961,UDM AFYC LAS PALMAS. NORTE ZONA I,CANARIAS,MEDICINA FAMILIAR Y COMUNITARIA,LAS PALMAS DE GRAN CANARIA,14
962,UDM AFYC TENERIFE ZONA I,CANARIAS,MEDICINA FAMILIAR Y COMUNITARIA,SANTA CRUZ DE TENERIFE,16
963,UDM SALUD LABORAL DE CANARIAS (ÁREA G. CANARIA),CANARIAS,MEDICINA DEL TRABAJO,LAS PALMAS DE GRAN CANARIA,2
964,UDM SALUD LABORAL DE CANARIAS.(ÁREA TENERIFE),CANARIAS,MEDICINA DEL TRABAJO,SANTA CRUZ DE TENERIFE,2
965,UDM SALUD MENTAL DE TENERIFE. H. UNIVERSITARIO DE CANARIAS,CANARIAS,PSIQUIATRÍA,LA LAGUNA,2
966,UDM SALUD MENTAL TENERIFE. H. UNIVERSITARIO NTRA. SRA. DE LA CANDELARIA,CANARIAS,PSIQUIATRÍA,SANTA CRUZ DE TENERIFE,2
967,UDMFYC FUERTEVENTURA. ZONA IV,CANARIAS,MEDICINA FAMILIAR Y COMUNITARIA,FUERTEVENTURA,4
968,UDMFYC LA PALMA. ZONA III.,CANARIAS,MEDICINA FAMILIAR Y COMUNITARIA,BREÑA ALTA (LA PALMA),5
969,UDMFYC LANZAROTE ZONA III,CANARIAS,MEDICINA FAMILIAR Y COMUNITARIA,ARRECIFE,6
970,UDMPYSP DE CANARIAS. ÁREA GRAN CANARIA,CANARIAS,MEDICINA PREVENTIVA Y SALUD PÚBLICA,LAS PALMAS DE GRAN CANARIA,1
971,UDMPYSP DE CANARIAS. ÁREA TENERIFE,CANARIAS,MEDICINA PREVENTIVA Y SALUD PÚBLICA,SANTA CRUZ DE TENERIFE,1
972,H. SIERRALLANA,CANTABRIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,TORRELAVEGA,1
973,H. SIERRALLANA,CANTABRIA,MEDICINA INTERNA,TORRELAVEGA,1
974,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,ALERGOLOGÍA,SANTANDER,1
975,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,ANATOMÍA PATOLÓGICA,SANTANDER,3
976,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,ANESTESIOLOGÍA Y REANIMACIÓN,SANTANDER,5
977,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,APARATO DIGESTIVO,SANTANDER,2
978,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,BIOQUÍMICA CLÍNICA,SANTANDER,1
979,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,CARDIOLOGÍA,SANTANDER,3
980,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,CIRUGÍA CARDIOVASCULAR,SANTANDER,1
981,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,SANTANDER,2
982,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,CIRUGÍA ORAL Y MAXILOFACIAL,SANTANDER,1
983,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,SANTANDER,2
984,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,CIRUGÍA TORÁCICA,SANTANDER,1
985,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,SANTANDER,1
986,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,ENDOCRINOLOGÍA Y NUTRICIÓN,SANTANDER,1
987,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,FARMACOLOGÍA CLÍNICA,SANTANDER,2
988,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,HEMATOLOGÍA Y HEMOTERAPIA,SANTANDER,2
989,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,INMUNOLOGÍA,SANTANDER,1
990,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,MEDICINA FÍSICA Y REHABILITACIÓN,SANTANDER,1
991,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,MEDICINA INTENSIVA,SANTANDER,3
992,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,MEDICINA INTERNA,SANTANDER,4
993,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,MEDICINA NUCLEAR,SANTANDER,1
994,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,MICROBIOLOGÍA Y PARASITOLOGÍA,SANTANDER,1
995,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,NEFROLOGÍA,SANTANDER,2
996,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,NEUMOLOGÍA,SANTANDER,2
997,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,NEUROCIRUGÍA,SANTANDER,1
998,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,NEUROFISIOLOGÍA CLÍNICA,SANTANDER,1
999,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,NEUROLOGÍA,SANTANDER,2
1000,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,OBSTETRICIA Y GINECOLOGÍA,SANTANDER,3
1001,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,OFTALMOLOGÍA,SANTANDER,1
1002,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,ONCOLOGÍA MÉDICA,SANTANDER,2
1003,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,ONCOLOGÍA RADIOTERÁPICA,SANTANDER,1
1004,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,OTORRINOLARINGOLOGÍA,SANTANDER,1
1005,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,SANTANDER,5
1006,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,PSIQUIATRÍA,SANTANDER,3
1007,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,RADIODIAGNÓSTICO,SANTANDER,3
1008,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,REUMATOLOGÍA,SANTANDER,2
1009,H. UNIVERSITARIO MARQUES DE VALDECILLA,CANTABRIA,UROLOGÍA,SANTANDER,1
1010,UDMFYC CANTABRIA - ZONA I SANTANDER,CANTABRIA,MEDICINA FAMILIAR Y COMUNITARIA,SANTANDER,20
1011,UDMFYC CANTABRIA - ZONA II LAREDO,CANTABRIA,MEDICINA FAMILIAR Y COMUNITARIA,SANTANDER,7
1012,UDMFYC CANTABRIA- ZONA TORRELAVEGA,CANTABRIA,MEDICINA FAMILIAR Y COMUNITARIA,TORRELAVEGA,10
1013,UDMPYSP DE CANTABRIA,CANTABRIA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,SANTANDER,1
1014,UDMTRAB DE LA COMUNIDAD AUTÓNOMA DE CANTABRIA. H.U.MARQUÉS DE VALDECILLA,CANTABRIA,MEDICINA DEL TRABAJO,SANTANDER,1
1015,COMPLEJO ASISTENCIAL DE ÁVILA,CASTILLA Y LEON,MEDICINA INTERNA,ÁVILA,1
1016,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,ANESTESIOLOGÍA Y REANIMACIÓN,SEGOVIA,1
1017,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,SEGOVIA,1
1018,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,SEGOVIA,1
1019,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,HEMATOLOGÍA Y HEMOTERAPIA,SEGOVIA,1
1020,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,MEDICINA INTENSIVA,SEGOVIA,1
1021,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,MEDICINA INTERNA,SEGOVIA,1
1022,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,NEFROLOGÍA,SEGOVIA,1
1023,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,NEUROLOGÍA,SEGOVIA,1
1024,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,OBSTETRICIA Y GINECOLOGÍA,SEGOVIA,1
1025,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,OFTALMOLOGÍA,SEGOVIA,1
1026,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,RADIODIAGNÓSTICO,SEGOVIA,2
1027,COMPLEJO ASISTENCIAL DE SEGOVIA,CASTILLA Y LEON,UROLOGÍA,SEGOVIA,1
1028,COMPLEJO ASISTENCIAL DE SORIA,CASTILLA Y LEON,MEDICINA INTENSIVA,SORIA,1
1029,COMPLEJO ASISTENCIAL DE SORIA,CASTILLA Y LEON,MEDICINA INTERNA,SORIA,1
1030,COMPLEJO ASISTENCIAL DE SORIA,CASTILLA Y LEON,UROLOGÍA,SORIA,1
1031,COMPLEJO ASISTENCIAL DE ZAMORA,CASTILLA Y LEON,ANESTESIOLOGÍA Y REANIMACIÓN,ZAMORA,1
1032,COMPLEJO ASISTENCIAL DE ZAMORA,CASTILLA Y LEON,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,ZAMORA,1
1033,COMPLEJO ASISTENCIAL DE ZAMORA,CASTILLA Y LEON,MEDICINA INTENSIVA,ZAMORA,1
1034,COMPLEJO ASISTENCIAL DE ZAMORA,CASTILLA Y LEON,MEDICINA INTERNA,ZAMORA,1
1035,COMPLEJO ASISTENCIAL DE ZAMORA,CASTILLA Y LEON,RADIODIAGNÓSTICO,ZAMORA,1
1036,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,ANATOMÍA PATOLÓGICA,BURGOS,1
1037,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,ANESTESIOLOGÍA Y REANIMACIÓN,BURGOS,2
1038,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,APARATO DIGESTIVO,BURGOS,1
1039,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,CARDIOLOGÍA,BURGOS,1
1040,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,BURGOS,2
1041,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,BURGOS,2
1042,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,CIRUGÍA PEDIÁTRICA,BURGOS,1
1043,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,BURGOS,2
1044,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,CASTILLA Y LEON,ENDOCRINOLOGÍA Y NUTRICIÓN,BURGOS,1
